10th_percent,12th_percent,jee_rank,gender,cgpa,college_tier,college_name,branch,experience,experience_field,num_projects,expertise_level,num_internships,soft_skill_rating,aptitude_rating,dsa_level,num_hackathons,competitive_coding_solved,num_repos,github_activities,linkedin_posts,num_certifications,domain,referral,salary
87.5,76.4,7296,Male,9.41,Tier 1 - Other IIT/Top NIT,IIT Roorkee,EE,2,1.3,7,2,4,3,5,2,0,186,9,6,4,8,Power Systems,No,2432639
87.7,62.3,82498,Female,9.87,Tier 3 - Private/State,Manipal Institute,CSE,2,1.1,4,1,3,3,3,2,3,196,6,11,1,2,Machine Learning,No,839745
88.5,83.7,203693,Other,6.91,Tier 4 - Other,Local State College,ECE,1,0.1,6,1,2,2,3,3,0,130,3,6,0,1,VLSI Design,No,590915
83.5,87.0,24379,Other,7.23,Tier 2 - Mid Colleges,Thapar University,CSE,0,0.0,4,1,4,3,2,3,1,103,5,10,4,3,Cyber Security,No,1459693
76.9,74.8,12729,Other,7.11,Tier 2 - Mid Colleges,BIT Mesra,CSE,0,0.0,3,1,1,4,3,2,2,105,3,5,2,1,Data Science,No,1319806
81.1,82.2,250000,Other,8.91,Tier 4 - Other,Local State College,Other,3,2.4,6,3,3,2,3,2,1,244,9,8,6,5,Research,No,547349
82.6,90.0,48156,Female,8.2,Tier 3 - Private/State,SRM Chennai,ME,0,0.0,2,1,2,4,2,3,0,106,3,9,2,0,Thermal Engineering,No,938471
94.5,82.1,38905,Male,7.89,Tier 2 - Mid Colleges,NIT Calicut,ME,4,3.7,4,4,5,2,3,3,2,307,8,10,1,5,Thermal Engineering,No,1405551
92.5,91.0,14359,Male,10.06,Tier 2 - Mid Colleges,BIT Mesra,EE,0,0.0,5,1,1,1,2,3,0,103,9,10,3,2,Smart Grids,No,1200686
92.7,61.2,7928,Female,7.48,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,ECE,1,0.8,3,1,0,5,4,2,0,161,6,12,0,3,VLSI Design,No,2280123
91.1,94.1,34005,Female,8.96,Tier 2 - Mid Colleges,NIT Rourkela,CSE,2,0.2,4,1,3,4,4,3,4,192,6,16,3,3,Data Science,No,1460494
88.3,86.9,7574,Other,6.99,Tier 1 - Other IIT/Top NIT,IIT Guwahati,CSE,3,2.7,7,4,2,3,5,3,1,283,8,14,3,3,Cyber Security,No,2365095
85.5,68.7,83159,Male,9.23,Tier 3 - Private/State,PES University,Other,0,0.0,2,1,1,1,3,2,1,108,8,5,1,4,Core Engineering,Yes,731303
84.5,93.2,148624,Other,7.25,Tier 4 - Other,Private Engineering College,EE,0,0.0,4,1,0,2,2,2,0,95,5,11,1,1,Smart Grids,No,536741
95.8,85.6,42946,Other,8.64,Tier 3 - Private/State,Jadavpur University,CSE,1,0.8,3,1,2,4,2,4,3,156,3,11,4,0,Machine Learning,No,987368
83.0,81.9,11727,Female,8.44,Tier 2 - Mid Colleges,Thapar University,ECE,3,2.6,4,3,2,3,4,3,2,233,1,9,5,2,VLSI Design,No,1321277
81.5,68.9,5494,Other,8.65,Tier 1 - Other IIT/Top NIT,IIT Guwahati,EE,2,1.4,6,2,2,4,2,2,2,226,3,12,2,3,Power Systems,Yes,2331233
92.3,87.5,3908,Female,8.79,Tier 1 - Other IIT/Top NIT,NIT Warangal,ECE,3,1.8,5,2,1,4,4,2,3,250,7,13,4,6,IoT Development,Yes,2174827
81.9,81.0,11353,Female,7.46,Tier 2 - Mid Colleges,DTU Delhi,CSE,1,0.9,1,1,0,4,3,1,3,158,9,10,2,2,Full Stack,No,1132374
85.5,78.3,9670,Other,8.95,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,Other,0,0.0,1,1,1,2,2,3,0,110,4,12,3,3,Core Engineering,Yes,2191050
75.0,73.6,5383,Other,7.57,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,EE,3,2.5,3,3,5,4,2,3,0,241,4,16,0,4,Power Systems,No,2599528
87.7,62.5,32424,Male,8.76,Tier 2 - Mid Colleges,NSUT Delhi,CSE,1,0.8,2,1,3,2,2,1,0,148,6,15,2,3,Cyber Security,No,1168582
97.2,91.1,20298,Female,8.53,Tier 2 - Mid Colleges,NIT Rourkela,ME,1,0.7,4,1,3,3,2,4,2,152,7,12,3,2,Thermal Engineering,No,1417595
91.6,74.2,87188,Other,10.07,Tier 3 - Private/State,KIIT Bhubaneswar,Other,0,0.0,4,1,1,2,4,3,0,113,3,13,2,0,Research,No,881742
86.9,87.9,7332,Male,8.4,Tier 1 - Other IIT/Top NIT,IIT Roorkee,ECE,1,0.9,3,1,0,3,3,1,0,166,7,18,8,1,Embedded Systems,No,1929635
92.8,78.8,26368,Other,8.75,Tier 2 - Mid Colleges,NIT Calicut,CSE,2,0.4,4,1,2,4,2,2,1,170,6,8,4,2,Data Science,No,1299080
84.4,79.8,93154,Female,6.73,Tier 3 - Private/State,VIT Vellore,ME,0,0.0,0,1,1,4,4,3,1,105,4,7,2,1,Automotive,No,923368
85.9,77.3,250000,Female,8.2,Tier 4 - Other,Local State College,ME,1,0.6,1,1,1,3,3,2,0,157,4,13,1,0,Automotive,No,572157
83.6,82.1,39686,Male,8.94,Tier 2 - Mid Colleges,NIT Calicut,ME,2,1.0,3,1,2,3,2,2,1,217,10,13,2,2,Thermal Engineering,No,1214736
82.4,85.9,721,Other,8.65,Tier 1 - Top IIT,IIT Delhi,ECE,2,1.2,8,2,2,3,4,3,1,199,7,7,2,4,IoT Development,No,3513816
83.0,73.1,10777,Other,8.26,Tier 2 - Mid Colleges,NIT Calicut,ME,0,0.0,1,1,0,2,4,2,0,98,8,9,1,3,Automotive,No,1131252
83.9,80.1,24845,Other,9.53,Tier 2 - Mid Colleges,NIT Calicut,ME,1,0.2,6,1,1,3,3,3,2,159,4,5,2,0,Automotive,No,1388072
79.5,74.3,24653,Female,7.21,Tier 2 - Mid Colleges,NIT Calicut,ME,2,1.9,4,2,3,5,3,2,1,197,6,20,3,3,Automotive,No,1322859
79.4,82.1,25014,Male,7.29,Tier 2 - Mid Colleges,IIIT Bangalore,ME,1,0.4,2,1,1,3,2,4,0,158,12,2,1,4,Automotive,No,1442376
83.2,82.5,85866,Other,7.99,Tier 3 - Private/State,KIIT Bhubaneswar,CSE,2,1.7,12,4,1,3,3,3,3,208,12,7,2,3,Cyber Security,No,930462
91.3,83.2,43625,Other,7.9,Tier 3 - Private/State,SRM Chennai,ME,2,0.9,7,2,2,3,4,1,1,194,5,8,4,2,Automotive,No,797687
91.2,87.5,5849,Other,8.68,Tier 1 - Other IIT/Top NIT,NIT Warangal,Other,0,0.0,4,1,0,3,3,3,3,103,4,7,4,2,Research,No,2382068
92.4,71.2,17557,Other,9.03,Tier 2 - Mid Colleges,IIIT Bangalore,Other,4,3.6,7,5,3,4,5,2,2,301,5,15,4,1,Research,Yes,1385611
89.5,78.1,6010,Other,11.14,Tier 1 - Other IIT/Top NIT,IIT Roorkee,CSE,2,1.4,5,2,4,3,3,1,4,203,8,9,8,1,Cyber Security,No,2279143
73.3,62.3,23171,Other,7.92,Tier 2 - Mid Colleges,DTU Delhi,CSE,0,0.0,5,1,0,1,3,3,0,119,5,13,2,4,Full Stack,No,1163194
82.6,76.8,1691,Female,7.94,Tier 1 - Top IIT,IIT Madras,EE,0,0.0,4,1,3,5,1,2,2,84,8,11,4,3,Power Systems,No,3775924
88.5,81.9,64052,Male,8.4,Tier 3 - Private/State,Jadavpur University,Other,2,1.2,4,2,3,4,4,2,2,185,2,10,1,1,Core Engineering,Yes,872154
82.4,81.2,15576,Male,9.69,Tier 2 - Mid Colleges,NIT Rourkela,EE,2,1.4,3,2,4,3,3,1,3,168,10,11,4,3,Renewable Energy,Yes,1228542
77.3,80.5,199019,Male,7.91,Tier 4 - Other,Local State College,ME,0,0.0,3,1,0,3,3,3,2,93,3,11,4,2,Thermal Engineering,No,599129
87.1,80.0,12297,Female,8.39,Tier 2 - Mid Colleges,Thapar University,Other,1,0.8,5,1,3,4,4,4,2,150,8,17,2,0,Research,No,1470866
84.1,84.2,19356,Female,8.59,Tier 2 - Mid Colleges,NSUT Delhi,CSE,1,0.5,2,1,2,2,3,4,1,154,12,10,1,2,Machine Learning,No,1432845
79.0,81.1,17343,Female,9.45,Tier 2 - Mid Colleges,NIT Calicut,ME,2,0.5,5,1,4,5,4,2,0,220,5,10,3,2,Automotive,Yes,1361783
90.3,84.5,20795,Male,9.23,Tier 2 - Mid Colleges,IIIT Bangalore,ME,3,1.2,5,2,0,3,2,3,6,237,6,15,2,2,Robotics,No,1321015
84.4,73.4,100668,Female,7.8,Tier 4 - Other,Local State College,CSE,0,0.0,7,1,0,3,3,4,0,83,5,4,2,4,Full Stack,No,622072
88.3,68.6,4405,Other,8.65,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,CSE,1,0.8,4,1,1,2,2,3,4,140,4,11,2,3,Data Science,No,2286695
83.5,81.0,47182,Female,8.42,Tier 3 - Private/State,KIIT Bhubaneswar,EE,1,0.8,2,1,2,3,2,3,3,149,12,8,4,4,Renewable Energy,Yes,946621
94.2,76.6,42850,Male,7.96,Tier 3 - Private/State,Jadavpur University,CSE,0,0.0,4,1,0,3,2,3,1,106,4,14,2,0,Data Science,No,835514
91.6,90.8,72106,Female,7.39,Tier 3 - Private/State,Manipal Institute,ME,2,0.7,4,1,2,3,4,2,4,173,5,14,1,4,Thermal Engineering,No,835444
80.5,83.0,25465,Other,9.16,Tier 2 - Mid Colleges,NIT Rourkela,ECE,1,0.2,9,2,2,4,3,4,2,164,8,14,2,2,IoT Development,No,1423733
84.7,88.0,32194,Female,9.15,Tier 2 - Mid Colleges,IIIT Bangalore,ECE,4,2.8,7,4,5,3,3,1,3,322,14,12,3,0,Embedded Systems,No,1229174
90.8,81.0,146845,Male,8.39,Tier 4 - Other,Regional Institute,EE,3,1.2,6,2,2,3,3,3,3,275,3,9,3,4,Power Systems,No,621155
89.7,84.0,36586,Male,9.19,Tier 2 - Mid Colleges,NSUT Delhi,CSE,3,2.4,6,3,2,2,4,3,2,252,6,11,1,4,Data Science,Yes,1255572
81.1,89.4,34905,Other,8.36,Tier 2 - Mid Colleges,Thapar University,CSE,0,0.0,3,1,0,3,4,2,1,105,4,14,2,1,Machine Learning,No,1230531
90.7,84.9,34339,Other,8.01,Tier 2 - Mid Colleges,NIT Calicut,CSE,2,1.6,4,2,0,4,3,2,1,206,5,12,9,2,Machine Learning,Yes,1252335
94.2,73.1,26916,Male,8.1,Tier 2 - Mid Colleges,DTU Delhi,ME,2,1.7,3,2,4,5,3,3,1,196,4,7,1,1,Robotics,Yes,1568961
78.8,86.9,27934,Female,10.2,Tier 2 - Mid Colleges,DTU Delhi,EE,1,0.6,10,2,2,3,3,2,0,149,4,16,4,3,Smart Grids,No,1243848
85.8,93.8,3635,Male,9.22,Tier 1 - Other IIT/Top NIT,NIT Trichy,CSE,0,0.0,1,1,3,2,3,2,0,93,4,11,1,2,Cyber Security,No,2274292
77.1,73.5,66481,Male,8.98,Tier 3 - Private/State,PES University,EE,0,0.0,2,1,3,3,4,2,1,96,4,15,1,3,Renewable Energy,No,862578
71.7,75.9,7402,Female,8.68,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,ECE,0,0.0,3,1,2,1,2,3,2,104,5,7,2,2,Embedded Systems,No,2320915
84.0,86.4,20701,Other,7.85,Tier 2 - Mid Colleges,DTU Delhi,ME,2,1.3,9,3,2,4,3,3,2,209,3,12,3,4,Thermal Engineering,No,1335065
77.8,81.4,85397,Male,7.82,Tier 3 - Private/State,VIT Vellore,EE,2,1.7,2,2,0,2,3,2,3,201,8,14,3,3,Renewable Energy,No,744713
72.8,91.4,10084,Male,8.55,Tier 2 - Mid Colleges,NIT Rourkela,Other,4,2.8,3,3,2,2,3,1,5,301,10,12,3,4,Research,No,1163343
90.5,88.6,24390,Male,9.02,Tier 2 - Mid Colleges,NSUT Delhi,ECE,1,0.9,1,1,3,3,3,2,1,149,3,10,0,5,Embedded Systems,No,1331245
79.0,74.6,9077,Female,8.65,Tier 1 - Other IIT/Top NIT,IIT Guwahati,ECE,3,2.8,6,4,3,3,4,3,2,244,4,17,1,1,VLSI Design,No,2406248
84.3,77.6,2935,Other,8.74,Tier 1 - Other IIT/Top NIT,IIT Guwahati,CSE,0,0.0,4,1,0,3,2,3,2,108,3,8,1,0,Full Stack,No,2286606
93.7,75.9,149085,Female,9.37,Tier 4 - Other,Community College,EE,4,3.5,5,4,2,4,4,3,0,313,8,16,0,3,Renewable Energy,Yes,628375
87.0,78.5,22680,Male,8.65,Tier 2 - Mid Colleges,Thapar University,CSE,1,0.6,4,1,1,4,3,3,0,148,10,11,3,3,Data Science,No,1382143
78.8,83.6,7450,Other,7.79,Tier 1 - Other IIT/Top NIT,NIT Surathkal,ECE,2,1.6,3,2,4,3,4,2,3,194,8,6,3,4,Embedded Systems,No,2281642
81.3,85.4,12016,Female,9.0,Tier 2 - Mid Colleges,NIT Rourkela,EE,1,0.8,9,2,3,3,4,3,2,148,4,12,1,1,Power Systems,No,1369604
80.5,94.3,26443,Male,8.62,Tier 2 - Mid Colleges,NSUT Delhi,ECE,1,0.1,9,1,1,2,2,4,1,154,4,9,1,1,IoT Development,Yes,1354057
79.6,71.1,26618,Other,8.3,Tier 2 - Mid Colleges,DTU Delhi,ECE,3,2.7,5,3,4,2,3,3,0,265,7,7,3,0,VLSI Design,No,1318169
84.3,88.9,8486,Female,9.78,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,ME,4,3.6,8,5,1,3,2,3,3,301,5,12,6,2,Automotive,Yes,2407805
87.9,92.3,30436,Other,9.34,Tier 2 - Mid Colleges,Thapar University,Other,1,0.7,5,1,3,3,1,2,1,158,5,14,2,0,Core Engineering,No,1268067
85.4,73.8,250000,Male,8.22,Tier 4 - Other,Regional Institute,EE,0,0.0,4,1,3,3,3,4,0,88,2,11,1,4,Power Systems,Yes,639486
83.3,83.7,43734,Male,7.08,Tier 3 - Private/State,KIIT Bhubaneswar,ECE,2,1.5,8,3,3,3,2,1,2,223,1,13,2,0,VLSI Design,Yes,807096
78.0,80.8,5227,Other,7.95,Tier 1 - Other IIT/Top NIT,IIT Roorkee,EE,2,1.0,11,3,4,2,3,3,1,193,10,11,1,2,Power Systems,Yes,2444865
91.3,91.3,34457,Male,7.48,Tier 2 - Mid Colleges,NIT Rourkela,ME,4,1.0,5,2,4,3,4,4,2,304,8,12,4,5,Thermal Engineering,No,1490901
87.4,75.8,6641,Other,8.11,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,ECE,1,1.0,5,2,1,3,4,2,0,126,6,10,5,0,VLSI Design,No,2104463
89.4,78.6,121166,Male,8.2,Tier 4 - Other,Local State College,Other,0,0.0,3,1,2,2,2,3,0,98,6,5,1,2,Core Engineering,No,595676
87.6,91.5,9094,Male,10.19,Tier 1 - Other IIT/Top NIT,IIT Roorkee,ECE,3,2.5,4,3,2,3,3,3,3,237,5,11,6,2,VLSI Design,No,2332186
84.8,76.0,10855,Male,9.17,Tier 2 - Mid Colleges,NSUT Delhi,CSE,1,0.3,2,1,2,4,4,3,1,155,5,6,3,4,Full Stack,Yes,1392032
84.9,71.7,27009,Female,9.64,Tier 2 - Mid Colleges,NIT Rourkela,Other,1,0.2,4,1,2,3,4,3,0,137,7,5,1,4,Research,No,1377805
80.4,81.4,14656,Other,9.26,Tier 2 - Mid Colleges,DTU Delhi,EE,2,1.2,1,1,0,2,3,4,3,194,10,12,2,2,Power Systems,No,1376083
84.2,76.6,13511,Male,9.59,Tier 2 - Mid Colleges,NSUT Delhi,ME,0,0.0,2,1,2,3,3,2,0,100,6,10,2,3,Robotics,Yes,1318098
78.5,80.8,21301,Male,7.48,Tier 2 - Mid Colleges,IIIT Bangalore,Other,1,0.3,9,2,0,2,3,3,3,149,8,9,4,2,Management,No,1208761
87.6,72.0,5035,Other,8.59,Tier 1 - Other IIT/Top NIT,IIT Guwahati,ECE,2,1.4,3,2,3,4,3,2,4,213,9,16,1,4,VLSI Design,No,2274810
86.0,72.9,4749,Male,7.87,Tier 1 - Other IIT/Top NIT,NIT Warangal,CSE,1,0.9,3,1,1,2,3,3,1,146,3,5,3,4,Data Science,No,2388911
88.7,78.1,9155,Other,6.88,Tier 1 - Other IIT/Top NIT,NIT Surathkal,CSE,1,1.0,2,1,0,3,3,3,3,151,4,10,3,2,Cyber Security,No,2347028
86.9,75.8,1722,Male,6.78,Tier 1 - Top IIT,IIT Delhi,CSE,3,1.7,5,2,2,3,4,2,1,225,9,14,5,3,Cyber Security,No,3503771
81.6,82.1,119887,Other,8.63,Tier 4 - Other,Local State College,ECE,3,2.7,4,3,3,3,2,1,1,240,4,10,1,3,IoT Development,No,560902
82.4,79.9,175209,Male,7.77,Tier 4 - Other,Private Engineering College,CSE,3,0.4,7,1,1,2,4,3,5,246,6,16,4,3,Machine Learning,No,565613
90.9,72.7,17816,Other,9.66,Tier 2 - Mid Colleges,DTU Delhi,EE,1,0.7,3,1,2,2,4,2,3,152,5,12,4,4,Power Systems,No,1214058
74.6,89.2,9517,Other,8.42,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,CSE,0,0.0,6,1,1,2,3,3,3,93,9,10,3,0,Cyber Security,Yes,2377877
86.6,66.2,16225,Other,7.34,Tier 2 - Mid Colleges,NIT Calicut,EE,2,1.7,3,2,2,3,3,2,1,209,4,9,3,5,Power Systems,No,1329513
87.5,86.0,7016,Male,7.08,Tier 1 - Other IIT/Top NIT,NIT Trichy,ECE,1,0.2,4,1,3,3,4,2,1,141,2,10,1,1,Embedded Systems,No,2307422
76.7,88.0,80163,Female,9.37,Tier 3 - Private/State,Manipal Institute,ECE,1,1.0,4,1,0,3,2,3,0,161,4,5,4,0,Embedded Systems,No,896613
90.4,69.2,13246,Other,8.5,Tier 2 - Mid Colleges,IIIT Bangalore,ME,2,1.9,2,2,0,3,3,2,0,205,4,11,1,5,Thermal Engineering,No,1155984
89.0,79.8,2000,Male,9.34,Tier 1 - Top IIT,IIT Bombay,CSE,2,1.5,2,1,2,1,3,3,1,197,5,9,4,3,Cyber Security,No,3236343
86.0,89.6,13801,Female,9.58,Tier 2 - Mid Colleges,BIT Mesra,CSE,1,0.9,5,1,1,3,3,2,3,152,6,16,0,3,Cyber Security,No,1247935
84.9,78.7,22389,Other,9.01,Tier 2 - Mid Colleges,NIT Rourkela,ME,3,2.8,6,4,3,3,3,4,3,270,5,10,2,1,Robotics,No,1493706
80.4,84.2,10280,Other,8.6,Tier 2 - Mid Colleges,DTU Delhi,EE,2,0.3,2,1,3,3,2,2,1,195,2,8,1,1,Renewable Energy,No,1257545
90.7,70.3,13410,Female,8.56,Tier 2 - Mid Colleges,NIT Rourkela,ME,4,3.1,4,3,5,2,3,3,3,295,5,13,4,2,Automotive,No,1419899
89.0,81.2,2895,Female,9.12,Tier 1 - Other IIT/Top NIT,IIT Roorkee,ECE,4,2.0,5,3,3,2,4,3,1,255,6,8,3,4,IoT Development,No,2401344
76.9,71.5,31637,Female,8.69,Tier 2 - Mid Colleges,NIT Rourkela,EE,1,0.5,7,1,0,3,3,3,1,142,6,4,0,4,Smart Grids,No,1300277
88.2,81.8,39443,Male,7.41,Tier 2 - Mid Colleges,NSUT Delhi,Other,1,0.7,1,1,2,3,3,1,1,170,8,8,4,5,Management,No,1147823
87.0,79.2,29632,Male,9.23,Tier 2 - Mid Colleges,IIIT Bangalore,ME,1,0.4,1,1,3,3,2,3,6,152,8,9,3,1,Automotive,No,1354614
83.4,87.6,27745,Female,9.48,Tier 2 - Mid Colleges,IIIT Bangalore,EE,2,1.1,7,2,1,4,2,4,3,211,4,13,1,4,Renewable Energy,No,1498993
84.8,74.8,6822,Other,7.71,Tier 1 - Other IIT/Top NIT,NIT Trichy,ME,2,1.6,6,2,3,3,2,1,1,202,3,10,2,2,Automotive,Yes,2143656
81.8,86.7,17944,Other,9.01,Tier 2 - Mid Colleges,NIT Calicut,Other,0,0.0,0,1,0,4,4,2,3,119,4,9,2,2,Core Engineering,No,1253359
84.2,75.0,10533,Male,8.48,Tier 2 - Mid Colleges,NIT Rourkela,ME,2,1.9,8,3,0,2,3,1,0,204,7,8,5,5,Robotics,No,1073622
91.2,78.8,46071,Other,8.18,Tier 3 - Private/State,VIT Vellore,ECE,0,0.0,3,1,0,2,2,3,0,102,1,7,1,1,Embedded Systems,No,857599
86.2,77.1,40080,Male,9.85,Tier 3 - Private/State,KIIT Bhubaneswar,ME,1,0.6,2,1,1,2,4,2,1,141,10,6,2,1,Robotics,No,785272
86.7,82.4,54914,Male,10.05,Tier 3 - Private/State,SRM Chennai,ME,2,2.0,8,3,4,4,4,3,3,210,5,13,2,5,Robotics,No,977471
91.1,77.1,13869,Male,9.04,Tier 2 - Mid Colleges,DTU Delhi,EE,0,0.0,0,1,1,3,4,1,0,94,7,10,2,5,Power Systems,No,1167729
80.9,76.4,77351,Male,8.53,Tier 3 - Private/State,SRM Chennai,ECE,3,2.8,4,3,1,2,3,1,1,252,8,14,3,3,IoT Development,No,758818
87.3,84.9,50795,Other,8.96,Tier 3 - Private/State,Manipal Institute,Other,1,0.8,1,1,3,3,3,2,3,163,4,18,3,2,Management,No,837092
81.3,79.4,81399,Male,7.29,Tier 3 - Private/State,Manipal Institute,ECE,0,0.0,6,1,1,3,3,5,0,107,2,10,2,1,IoT Development,No,1025525
73.6,79.9,14165,Female,10.13,Tier 2 - Mid Colleges,BIT Mesra,ME,0,0.0,2,1,1,3,3,1,1,100,5,7,0,1,Thermal Engineering,No,1112768
90.1,89.4,52850,Male,9.19,Tier 3 - Private/State,SRM Chennai,CSE,1,0.7,5,1,0,3,4,2,0,143,4,13,1,1,Data Science,No,835898
89.0,90.5,49601,Other,9.48,Tier 3 - Private/State,VIT Vellore,EE,2,0.2,5,1,1,2,3,1,1,209,10,15,4,0,Smart Grids,No,769325
82.8,65.1,42803,Female,8.14,Tier 3 - Private/State,VIT Vellore,CSE,3,2.8,5,3,2,3,3,3,1,224,7,16,2,1,Machine Learning,No,891935
83.3,77.2,3442,Male,7.92,Tier 1 - Other IIT/Top NIT,IIT Guwahati,CSE,1,0.9,5,1,3,3,2,1,0,162,5,12,4,2,Full Stack,No,2118744
85.4,78.2,47870,Other,7.33,Tier 3 - Private/State,Jadavpur University,ME,2,1.9,8,3,0,3,3,3,0,217,6,15,3,5,Automotive,Yes,829961
82.8,75.5,77131,Male,8.54,Tier 3 - Private/State,SRM Chennai,EE,3,2.5,3,3,4,3,4,1,3,249,4,20,4,1,Smart Grids,Yes,782523
86.8,82.5,35706,Other,9.92,Tier 2 - Mid Colleges,NSUT Delhi,CSE,2,0.6,6,1,1,2,3,3,2,189,6,12,2,5,Machine Learning,No,1331612
77.4,74.6,32762,Female,9.61,Tier 2 - Mid Colleges,NIT Rourkela,ME,4,2.0,6,3,1,3,3,1,3,295,8,15,1,5,Thermal Engineering,No,1203822
84.7,78.1,6182,Other,7.21,Tier 1 - Other IIT/Top NIT,IIT Guwahati,ME,0,0.0,5,1,2,2,2,3,1,109,12,11,1,0,Robotics,Yes,2410787
85.1,87.5,27846,Other,7.32,Tier 2 - Mid Colleges,BIT Mesra,ECE,5,4.0,7,5,2,2,3,2,4,335,5,14,7,3,Embedded Systems,No,1278479
97.0,86.4,15020,Other,8.27,Tier 2 - Mid Colleges,NIT Calicut,CSE,3,1.9,8,3,5,4,2,2,2,240,5,12,1,3,Machine Learning,Yes,1383277
80.2,90.2,6397,Other,7.44,Tier 1 - Other IIT/Top NIT,IIT Roorkee,CSE,2,0.8,6,2,2,5,3,2,0,208,12,7,3,1,Machine Learning,No,2420166
94.0,73.6,12274,Female,7.9,Tier 2 - Mid Colleges,BIT Mesra,Other,0,0.0,3,1,1,3,3,3,0,98,5,4,2,2,Research,No,1362833
85.9,73.1,9320,Female,8.72,Tier 1 - Other IIT/Top NIT,NIT Trichy,Other,2,1.3,5,2,2,4,4,4,1,198,7,15,2,4,Research,No,2641266
85.8,74.4,40762,Other,9.03,Tier 3 - Private/State,Manipal Institute,ME,1,1.0,5,2,1,3,2,2,1,136,2,12,5,3,Automotive,No,832101
87.7,77.5,18980,Female,8.55,Tier 2 - Mid Colleges,DTU Delhi,EE,4,3.9,5,4,1,4,3,3,1,315,7,9,5,2,Power Systems,No,1412113
77.2,84.8,47014,Other,9.2,Tier 3 - Private/State,VIT Vellore,CSE,1,0.6,6,1,4,2,3,2,1,173,6,7,0,1,Full Stack,No,871413
85.6,97.5,4033,Female,9.41,Tier 1 - Other IIT/Top NIT,NIT Surathkal,ME,2,1.0,8,2,1,3,3,1,1,205,10,11,0,3,Automotive,No,2028188
91.4,76.9,18950,Male,7.85,Tier 2 - Mid Colleges,DTU Delhi,CSE,1,0.9,2,1,0,4,4,3,0,142,2,11,0,2,Data Science,No,1414460
86.1,69.9,161704,Female,7.13,Tier 4 - Other,Local State College,EE,0,0.0,2,1,1,3,4,4,1,114,5,16,1,4,Smart Grids,No,601521
93.6,73.8,6343,Female,8.82,Tier 1 - Other IIT/Top NIT,IIT Roorkee,Other,0,0.0,5,1,0,2,2,1,0,97,6,10,4,5,Management,Yes,1854402
84.5,77.5,107618,Male,7.91,Tier 4 - Other,Local State College,Other,0,0.0,2,1,1,4,4,3,2,99,2,6,1,0,Management,Yes,632094
87.7,77.3,85086,Female,9.09,Tier 3 - Private/State,Jadavpur University,ME,0,0.0,4,1,0,2,4,3,1,104,3,10,2,1,Robotics,No,860909
85.6,66.7,36613,Female,7.24,Tier 2 - Mid Colleges,NSUT Delhi,CSE,1,1.0,5,2,1,3,3,2,3,166,2,6,2,2,Full Stack,No,1283487
80.5,62.2,134430,Other,7.87,Tier 4 - Other,Local State College,ECE,1,0.3,2,1,3,4,4,1,1,147,4,15,5,1,VLSI Design,No,569028
81.2,68.0,1652,Male,9.2,Tier 1 - Top IIT,IIT Delhi,EE,1,0.9,1,1,0,4,4,2,2,180,7,10,0,1,Power Systems,No,3333272
82.1,88.2,157480,Male,8.5,Tier 4 - Other,Private Engineering College,ME,3,2.3,4,3,2,3,2,1,3,235,5,17,0,2,Thermal Engineering,No,513991
82.8,73.0,93889,Female,8.4,Tier 3 - Private/State,Manipal Institute,EE,0,0.0,2,1,2,3,2,3,1,88,3,5,1,0,Power Systems,No,948620
84.7,77.8,26219,Female,7.33,Tier 2 - Mid Colleges,IIIT Bangalore,ECE,1,0.8,4,1,1,2,3,3,1,157,7,11,2,4,IoT Development,No,1258637
90.7,82.9,53401,Female,8.06,Tier 3 - Private/State,KIIT Bhubaneswar,Other,3,2.2,7,3,0,4,3,1,3,256,6,18,0,3,Research,No,757814
85.4,76.9,123653,Male,7.17,Tier 4 - Other,Local State College,ME,0,0.0,4,1,2,2,4,5,1,80,5,12,5,2,Robotics,No,679414
90.5,85.3,3433,Male,9.99,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,ECE,0,0.0,5,1,3,2,3,4,2,96,9,9,2,4,IoT Development,No,2541205
90.1,89.5,37066,Male,8.41,Tier 2 - Mid Colleges,DTU Delhi,ECE,1,0.4,3,1,1,3,2,3,0,138,4,12,2,3,IoT Development,No,1285914
82.3,78.9,36704,Female,8.72,Tier 2 - Mid Colleges,DTU Delhi,CSE,2,1.5,6,2,1,2,2,4,3,190,3,18,4,6,Cyber Security,Yes,1395448
82.0,73.5,8299,Female,7.86,Tier 1 - Other IIT/Top NIT,NIT Trichy,CSE,0,0.0,1,1,3,3,4,2,1,82,6,13,5,4,Full Stack,No,2228671
87.4,82.9,6471,Male,9.1,Tier 1 - Other IIT/Top NIT,NIT Trichy,CSE,1,0.2,1,1,1,3,3,2,3,167,4,3,1,3,Data Science,No,2202595
