10th_percent,12th_percent,jee_rank,gender,cgpa,college_tier,college_name,branch,experience,experience_field,num_projects,expertise_level,num_internships,soft_skill_rating,aptitude_rating,dsa_level,num_hackathons,competitive_coding_solved,num_repos,github_activities,linkedin_posts,num_certifications,domain,referral,salary
85.8,76.0,29694,Male,8.6,Tier 2 - Mid Colleges,NSUT Delhi,ME,1,1,5,2,0,4,3,3,1,152,4,10,4,3,Automotive,No,1806924
87.3,82.4,672,Female,8.09,Tier 1 - Top IIT,IIT Delhi,EE,2,2,12,4,1,3,2,4,2,217,9,14,3,3,Renewable Energy,No,4989154
86.6,94.5,58494,Female,9.23,Tier 3 - Private/State,KIIT Bhubaneswar,ECE,0,0,6,1,0,3,4,4,0,97,7,5,2,1,Embedded Systems,No,1479205
87.2,78.4,1377,Other,9.24,Tier 1 - Top IIT,IIT Delhi,ECE,1,1,3,1,2,3,3,3,0,125,3,14,3,1,VLSI Design,No,5685615
86.7,76.3,6816,Female,8.33,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,ME,2,1,5,2,0,3,3,3,2,182,4,11,3,2,Robotics,No,2680439
84.1,77.1,12448,Other,9.1,Tier 2 - Mid Colleges,IIIT Bangalore,CSE,0,0,2,1,1,3,3,4,0,121,7,5,9,2,Full Stack,Yes,2437447
90.5,79.6,4869,Female,9.67,Tier 1 - Other IIT/Top NIT,IIT Roorkee,CSE,0,0,4,1,1,3,3,2,1,137,7,7,2,3,Cyber Security,No,3477772
85.9,76.4,10848,Other,7.68,Tier 2 - Mid Colleges,NIT Rourkela,ECE,0,0,6,1,0,3,3,4,3,103,6,12,1,1,Embedded Systems,No,2143324
76.6,80.4,7055,Other,9.22,Tier 1 - Other IIT/Top NIT,NIT Warangal,ECE,1,1,1,1,1,3,3,4,1,152,5,13,1,3,IoT Development,No,3266306
84.1,76.8,19546,Other,8.85,Tier 2 - Mid Colleges,IIIT Bangalore,ME,3,5,3,5,0,3,3,2,0,257,7,14,3,5,Automotive,No,1904250
77.5,81.6,85649,Other,9.64,Tier 3 - Private/State,KIIT Bhubaneswar,EE,3,2,8,3,1,2,2,2,1,250,8,10,3,4,Power Systems,No,1255261
89.9,86.8,3207,Male,10.0,Tier 1 - Other IIT/Top NIT,NIT Surathkal,CSE,0,0,5,1,0,1,4,3,1,108,3,11,1,1,Cyber Security,No,3544384
85.1,78.1,11522,Male,7.31,Tier 2 - Mid Colleges,BIT Mesra,EE,1,1,6,2,1,2,3,2,1,137,5,15,2,3,Smart Grids,No,1710764
91.5,89.3,30098,Other,8.34,Tier 2 - Mid Colleges,DTU Delhi,ME,1,0,2,1,1,3,3,3,2,181,5,8,0,2,Robotics,No,1765700
85.6,78.8,15888,Other,8.05,Tier 2 - Mid Colleges,NIT Calicut,CSE,0,0,2,1,2,2,3,2,2,92,5,9,1,0,Full Stack,Yes,2228622
79.8,87.2,6494,Male,7.87,Tier 1 - Other IIT/Top NIT,IIT Guwahati,EE,3,1,7,2,2,2,4,4,0,259,5,7,3,0,Power Systems,No,2846271
82.3,85.5,5705,Other,8.05,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,ECE,0,0,2,1,2,3,3,2,0,116,3,16,0,2,IoT Development,No,3020633
96.2,79.1,27494,Other,7.09,Tier 2 - Mid Colleges,NSUT Delhi,EE,0,0,1,1,2,2,3,1,0,80,7,12,3,3,Renewable Energy,No,1532185
87.7,82.8,66753,Male,9.28,Tier 3 - Private/State,KIIT Bhubaneswar,CSE,2,1,3,1,1,3,4,2,2,212,7,8,4,3,Cyber Security,Yes,1797578
83.8,84.7,42984,Female,7.88,Tier 3 - Private/State,VIT Vellore,ME,1,0,7,1,3,3,2,2,0,136,7,7,4,3,Thermal Engineering,No,1137013
80.5,87.0,21994,Female,9.17,Tier 2 - Mid Colleges,NIT Calicut,ME,0,0,1,1,0,3,3,2,1,96,10,7,3,4,Thermal Engineering,No,1662399
78.2,79.1,2366,Male,9.42,Tier 1 - Top IIT,IIT Kanpur,Other,3,2,4,2,3,3,3,1,2,242,4,9,7,3,Core Engineering,No,4448736
92.5,75.4,4102,Female,9.29,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,CSE,0,0,5,1,1,2,4,3,1,97,5,9,4,2,Data Science,No,3716237
83.6,85.4,74327,Female,9.23,Tier 3 - Private/State,SRM Chennai,ECE,1,0,0,1,4,3,4,2,2,157,3,7,2,4,Embedded Systems,No,1443018
90.9,80.9,6681,Female,7.67,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,CSE,1,0,6,1,0,3,2,2,1,160,7,8,1,0,Full Stack,No,3173715
80.1,77.6,62960,Other,6.66,Tier 3 - Private/State,Manipal Institute,ME,1,1,2,1,1,4,4,3,2,152,3,14,2,4,Thermal Engineering,No,1215089
83.7,67.1,13951,Female,7.11,Tier 2 - Mid Colleges,Thapar University,CSE,0,0,2,1,1,3,2,4,0,127,4,14,3,1,Cyber Security,No,2399291
89.7,83.2,56763,Other,7.96,Tier 3 - Private/State,KIIT Bhubaneswar,CSE,0,0,1,1,2,3,3,3,0,97,4,9,0,3,Machine Learning,No,1744682
83.4,77.5,9489,Other,7.93,Tier 1 - Other IIT/Top NIT,IIT Roorkee,ECE,0,0,2,1,1,3,4,1,0,103,3,10,1,1,Embedded Systems,No,3007046
89.7,77.6,93460,Other,8.34,Tier 3 - Private/State,Manipal Institute,EE,3,2,3,2,2,2,2,3,2,242,7,9,2,1,Power Systems,Yes,1368190
84.9,80.8,7490,Female,8.75,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,CSE,0,0,4,1,1,4,3,1,3,92,4,11,3,1,Cyber Security,No,3102559
80.6,77.4,71032,Other,7.41,Tier 3 - Private/State,VIT Vellore,CSE,0,0,3,1,1,3,3,3,1,103,5,7,4,3,Data Science,Yes,1818090
81.5,72.9,20163,Male,7.74,Tier 2 - Mid Colleges,DTU Delhi,CSE,0,0,7,1,0,2,2,3,2,98,1,14,0,1,Data Science,Yes,2567667
94.4,67.1,9653,Female,7.67,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,ECE,1,1,4,1,1,2,3,4,1,148,7,13,2,1,IoT Development,No,3130655
77.7,82.9,193797,Male,8.8,Tier 4 - Other,Community College,ECE,3,4,3,4,2,3,3,1,2,255,8,9,3,2,IoT Development,No,925817
83.8,73.7,6750,Other,7.83,Tier 1 - Other IIT/Top NIT,NIT Trichy,ME,1,0,3,1,2,4,2,2,1,137,7,6,1,4,Thermal Engineering,No,2547561
81.5,92.6,22400,Other,8.96,Tier 2 - Mid Colleges,IIIT Bangalore,ME,2,2,7,3,0,2,4,3,3,183,8,13,0,3,Robotics,No,1955506
95.7,76.5,250000,Male,9.2,Tier 4 - Other,Regional Institute,ME,2,1,5,2,0,3,3,4,0,193,4,16,4,4,Automotive,No,812435
86.5,83.6,44903,Female,7.41,Tier 3 - Private/State,VIT Vellore,CSE,1,0,4,1,0,3,3,4,0,154,8,14,3,3,Machine Learning,No,1705212
81.1,87.2,24000,Female,8.5,Tier 2 - Mid Colleges,NSUT Delhi,EE,1,1,4,1,1,3,3,2,3,161,7,4,1,1,Smart Grids,No,1783761
79.1,82.6,113414,Female,7.96,Tier 4 - Other,Community College,ECE,1,0,4,1,0,3,2,2,2,158,8,10,1,3,IoT Development,No,822184
84.8,68.5,7054,Female,6.22,Tier 1 - Other IIT/Top NIT,NIT Surathkal,ECE,1,2,3,2,0,2,3,3,1,170,9,9,3,1,VLSI Design,Yes,4016924
79.9,85.0,2283,Other,9.15,Tier 1 - Top IIT,IIT Delhi,CSE,2,4,7,5,0,3,2,2,1,223,3,10,1,4,Full Stack,No,5919293
83.4,94.0,104217,Female,8.34,Tier 4 - Other,Private Engineering College,EE,1,1,4,1,1,4,2,2,3,145,10,12,3,0,Smart Grids,No,754955
83.3,78.1,43651,Female,7.41,Tier 3 - Private/State,Manipal Institute,ME,2,2,1,2,1,1,3,2,0,202,5,13,6,5,Robotics,No,1127355
94.2,70.9,15452,Male,7.91,Tier 2 - Mid Colleges,NIT Rourkela,ME,1,0,5,1,0,5,3,2,0,143,7,19,3,5,Thermal Engineering,Yes,1984729
86.0,74.7,58593,Male,8.45,Tier 3 - Private/State,Manipal Institute,ECE,0,0,4,1,0,3,2,2,0,92,4,8,3,1,VLSI Design,No,1562668
95.4,74.5,57176,Female,8.76,Tier 3 - Private/State,VIT Vellore,ECE,1,0,6,1,2,2,2,2,1,158,6,9,1,4,Embedded Systems,No,1436138
87.5,76.8,11532,Female,8.55,Tier 2 - Mid Colleges,NIT Calicut,CSE,2,0,8,1,1,3,3,3,2,194,8,12,6,4,Cyber Security,No,2359742
79.1,83.4,9306,Male,8.13,Tier 1 - Other IIT/Top NIT,NIT Trichy,ECE,0,0,3,1,1,2,4,3,0,97,10,16,3,1,VLSI Design,No,3535451
84.0,79.4,35455,Other,7.81,Tier 2 - Mid Colleges,NIT Calicut,EE,4,1,5,2,4,3,4,1,1,305,6,19,4,2,Smart Grids,No,1794154
84.5,75.3,116639,Female,8.43,Tier 4 - Other,Regional Institute,Other,1,0,2,1,0,3,2,5,1,147,6,11,2,2,Core Engineering,No,738811
92.2,73.5,4173,Other,9.08,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,ME,2,0,1,1,0,2,2,3,2,214,6,8,4,4,Thermal Engineering,No,2684834
84.3,79.8,61073,Other,7.75,Tier 3 - Private/State,Jadavpur University,Other,1,0,4,1,1,3,1,3,1,150,4,10,4,3,Research,No,1142913
79.2,83.1,12219,Female,9.03,Tier 2 - Mid Colleges,NIT Rourkela,ECE,2,0,1,1,0,4,3,4,2,207,5,5,1,3,VLSI Design,No,2403807
77.4,74.2,12205,Male,9.02,Tier 2 - Mid Colleges,IIIT Bangalore,ECE,0,0,4,1,4,2,2,1,0,119,3,10,2,1,VLSI Design,Yes,2393259
93.0,68.2,35709,Male,8.96,Tier 2 - Mid Colleges,IIIT Bangalore,ECE,1,0,3,1,2,2,2,3,1,147,8,12,3,0,Embedded Systems,No,2146159
84.6,73.0,56806,Other,7.76,Tier 3 - Private/State,SRM Chennai,Other,2,0,7,1,1,3,4,3,2,187,7,10,2,1,Research,No,1209352
87.7,80.7,94516,Male,8.95,Tier 3 - Private/State,KIIT Bhubaneswar,ME,2,3,8,4,2,4,2,2,2,197,5,13,6,4,Automotive,No,1362407
83.5,74.0,7433,Female,7.79,Tier 1 - Other IIT/Top NIT,IIT Roorkee,CSE,0,0,5,1,2,3,2,1,0,97,7,6,1,0,Cyber Security,No,3114809
90.3,91.1,16175,Female,9.5,Tier 2 - Mid Colleges,Thapar University,ECE,2,2,5,3,1,4,3,3,1,203,5,18,2,3,Embedded Systems,Yes,2748684
92.9,71.2,250000,Other,8.04,Tier 4 - Other,Local State College,Other,1,2,5,3,1,3,3,1,4,145,5,12,0,3,Research,No,754043
89.4,88.1,6961,Female,8.72,Tier 1 - Other IIT/Top NIT,IIT Roorkee,CSE,2,2,5,3,4,3,3,5,3,228,5,10,2,1,Full Stack,No,3991022
90.2,82.4,19544,Female,8.32,Tier 2 - Mid Colleges,IIIT Bangalore,Other,0,0,1,1,1,4,4,2,1,117,8,4,3,3,Management,No,1750884
85.1,87.2,9980,Male,7.28,Tier 1 - Other IIT/Top NIT,NIT Surathkal,EE,4,5,6,5,4,2,3,1,1,296,3,12,3,4,Smart Grids,No,2925876
81.2,75.1,14715,Female,9.11,Tier 2 - Mid Colleges,IIIT Bangalore,CSE,3,1,3,1,2,3,3,2,4,228,5,10,2,1,Cyber Security,No,2219791
84.8,77.0,28183,Other,7.89,Tier 2 - Mid Colleges,NIT Calicut,EE,0,0,4,1,2,4,4,3,1,109,3,7,1,3,Smart Grids,No,1854734
86.0,72.7,11520,Other,8.67,Tier 2 - Mid Colleges,NIT Rourkela,ME,3,1,10,3,7,2,2,1,1,231,6,6,0,2,Robotics,No,1837212
77.9,76.6,14021,Female,9.04,Tier 2 - Mid Colleges,DTU Delhi,ME,2,0,4,1,2,3,3,1,3,204,4,11,3,1,Automotive,No,1672236
89.6,78.9,37822,Other,9.41,Tier 2 - Mid Colleges,Thapar University,CSE,0,0,4,1,0,3,4,2,1,105,4,19,0,1,Cyber Security,Yes,2500192
78.8,72.7,5295,Female,8.84,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,EE,3,3,5,4,2,3,4,3,4,266,9,13,5,1,Power Systems,No,3172091
78.5,87.5,13387,Male,8.38,Tier 2 - Mid Colleges,NSUT Delhi,ME,0,0,0,1,1,3,2,3,0,97,2,7,0,1,Automotive,No,1676470
85.6,81.9,17194,Female,8.75,Tier 2 - Mid Colleges,IIIT Bangalore,EE,2,0,3,1,0,2,3,4,1,190,5,12,2,6,Smart Grids,No,1858006
86.5,82.3,24599,Female,9.04,Tier 2 - Mid Colleges,DTU Delhi,Other,2,1,4,1,1,3,2,4,1,180,12,17,1,1,Research,No,1901712
89.2,90.0,11379,Other,6.95,Tier 2 - Mid Colleges,DTU Delhi,ME,1,0,4,1,0,3,3,4,1,127,4,9,5,4,Automotive,No,1835177
90.4,81.3,106339,Male,9.54,Tier 4 - Other,Regional Institute,ME,1,1,2,1,2,5,3,3,3,144,4,12,2,2,Thermal Engineering,No,768302
83.1,71.5,95026,Male,6.69,Tier 3 - Private/State,VIT Vellore,CSE,1,0,4,1,2,2,3,3,1,162,4,7,2,1,Data Science,No,1555868
83.2,92.7,2233,Female,7.12,Tier 1 - Top IIT,IIT Delhi,CSE,4,4,4,4,6,5,4,3,4,280,10,9,4,1,Cyber Security,No,6581798
87.0,82.2,83873,Male,9.43,Tier 3 - Private/State,Jadavpur University,ECE,4,2,6,3,1,4,3,3,2,278,5,19,1,5,VLSI Design,No,1776038
80.3,91.9,24435,Other,8.63,Tier 2 - Mid Colleges,NIT Rourkela,EE,2,2,3,2,3,2,3,3,3,210,7,8,1,1,Smart Grids,No,1917616
81.7,91.7,39788,Female,6.75,Tier 2 - Mid Colleges,DTU Delhi,EE,2,1,3,1,3,3,3,2,2,192,2,6,3,3,Renewable Energy,No,1800373
76.9,83.7,1855,Other,8.95,Tier 1 - Top IIT,IIT Delhi,EE,0,0,4,1,0,3,4,2,1,113,3,10,1,2,Smart Grids,No,3971578
89.7,83.7,10615,Female,8.44,Tier 2 - Mid Colleges,DTU Delhi,ECE,0,0,2,1,2,2,4,4,2,101,5,10,2,0,VLSI Design,No,2342981
90.3,83.0,19070,Male,7.83,Tier 2 - Mid Colleges,NIT Calicut,ECE,0,0,5,1,1,4,3,5,0,102,5,11,2,2,VLSI Design,Yes,3000839
91.0,75.2,152841,Female,7.93,Tier 4 - Other,Regional Institute,ME,1,0,3,1,0,3,3,3,0,139,4,10,4,2,Automotive,No,760030
76.3,74.6,16076,Female,7.86,Tier 2 - Mid Colleges,IIIT Bangalore,ME,1,1,5,2,2,4,3,1,1,136,7,10,3,3,Thermal Engineering,Yes,1875959
93.8,84.2,21619,Female,9.37,Tier 2 - Mid Colleges,IIIT Bangalore,CSE,2,1,3,1,2,3,3,1,1,216,6,15,3,0,Cyber Security,No,2272645
77.7,72.4,250000,Male,10.0,Tier 4 - Other,Local State College,CSE,0,0,2,1,2,1,4,3,2,92,4,9,1,3,Machine Learning,No,1086524
88.7,83.4,141652,Male,7.89,Tier 4 - Other,Regional Institute,ME,2,0,6,1,1,3,3,3,1,232,5,13,2,3,Thermal Engineering,Yes,869936
95.1,62.5,3370,Male,8.88,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,EE,1,0,1,1,0,2,4,1,2,139,8,9,4,2,Smart Grids,No,2502451
86.8,81.6,30503,Female,8.7,Tier 2 - Mid Colleges,DTU Delhi,ECE,2,2,6,3,1,4,4,3,1,209,5,12,2,4,Embedded Systems,No,2442502
88.2,84.6,14360,Male,6.5,Tier 2 - Mid Colleges,NIT Rourkela,ECE,1,0,6,1,1,3,3,2,0,132,6,14,4,1,VLSI Design,No,2201912
76.2,85.4,7361,Other,9.04,Tier 1 - Other IIT/Top NIT,NIT Trichy,ECE,2,1,5,2,3,3,3,2,1,193,10,13,3,1,VLSI Design,No,3901874
79.6,84.0,13449,Female,7.94,Tier 2 - Mid Colleges,NSUT Delhi,CSE,0,0,3,1,1,3,3,3,0,94,7,9,1,1,Cyber Security,No,2269851
84.8,72.6,61372,Other,8.68,Tier 3 - Private/State,VIT Vellore,CSE,1,2,3,2,1,4,4,2,1,164,10,14,4,3,Data Science,No,1739480
84.5,80.3,20704,Other,8.92,Tier 2 - Mid Colleges,Thapar University,CSE,2,3,4,3,3,3,3,2,2,225,3,4,3,1,Machine Learning,No,2630888
73.3,73.6,26243,Male,9.3,Tier 2 - Mid Colleges,NIT Rourkela,ECE,3,1,2,1,3,3,4,4,2,263,11,13,2,4,Embedded Systems,Yes,2587407
80.1,76.7,45139,Other,9.17,Tier 3 - Private/State,SRM Chennai,Other,1,0,4,1,1,3,2,1,0,175,4,13,1,0,Research,No,1061784
93.9,75.7,8311,Other,8.54,Tier 1 - Other IIT/Top NIT,IIT Guwahati,ECE,1,0,4,1,0,1,2,3,3,178,11,8,1,2,Embedded Systems,No,3004637
77.2,72.1,25389,Other,9.5,Tier 2 - Mid Colleges,NIT Calicut,ECE,1,0,8,1,2,3,3,3,2,127,4,11,2,1,Embedded Systems,No,2095788
82.4,75.9,29519,Other,7.71,Tier 2 - Mid Colleges,NIT Rourkela,ME,0,0,6,1,0,3,4,3,2,114,5,10,1,2,Automotive,Yes,1922297
89.5,83.8,9217,Male,8.96,Tier 1 - Other IIT/Top NIT,NIT Trichy,EE,0,0,3,1,3,3,3,2,1,106,7,14,2,1,Renewable Energy,No,2483729
94.8,80.0,30302,Other,9.35,Tier 2 - Mid Colleges,NIT Rourkela,CSE,0,0,2,1,1,2,1,2,2,100,5,10,1,0,Data Science,Yes,2526412
94.0,82.1,11827,Male,8.12,Tier 2 - Mid Colleges,NIT Calicut,ECE,1,1,5,2,4,3,2,3,1,157,6,11,2,6,IoT Development,No,2271928
89.0,87.3,9994,Other,8.29,Tier 1 - Other IIT/Top NIT,NIT Trichy,ECE,1,1,4,1,2,2,3,3,2,147,4,12,2,1,Embedded Systems,No,3232720
88.9,77.5,6667,Other,8.32,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,Other,1,0,2,1,2,3,2,3,5,149,9,11,5,0,Core Engineering,No,2782544
86.5,78.9,29920,Female,8.3,Tier 2 - Mid Colleges,NIT Rourkela,CSE,2,0,5,1,4,2,2,2,3,197,8,13,1,0,Full Stack,No,2233198
85.7,79.2,14139,Male,7.59,Tier 2 - Mid Colleges,Thapar University,EE,1,0,5,1,2,2,2,2,3,148,5,7,1,0,Renewable Energy,No,1713944
81.3,76.0,10671,Other,9.53,Tier 2 - Mid Colleges,DTU Delhi,CSE,0,0,3,1,1,1,3,2,0,97,2,9,2,1,Cyber Security,No,2136520
76.4,75.1,33991,Female,9.21,Tier 2 - Mid Colleges,DTU Delhi,ECE,0,0,4,1,1,3,3,3,0,102,4,14,1,5,IoT Development,No,2014970
82.9,74.8,93597,Male,9.79,Tier 3 - Private/State,SRM Chennai,ME,4,4,4,4,4,3,3,3,3,308,6,14,4,3,Automotive,No,1411972
90.2,74.3,26091,Female,8.07,Tier 2 - Mid Colleges,NIT Calicut,CSE,3,2,6,3,4,3,3,1,1,265,7,19,4,4,Full Stack,Yes,2567607
99.5,73.9,5583,Male,8.47,Tier 1 - Other IIT/Top NIT,IIT Roorkee,CSE,4,0,2,1,4,2,5,4,1,308,7,13,4,3,Data Science,No,4066864
84.4,76.2,63741,Other,8.9,Tier 3 - Private/State,Manipal Institute,EE,0,0,1,1,3,2,2,3,1,107,3,11,1,6,Renewable Energy,No,1170830
84.9,74.9,85746,Other,8.73,Tier 3 - Private/State,KIIT Bhubaneswar,EE,4,6,5,5,2,2,4,1,0,308,3,13,3,7,Renewable Energy,No,1358833
79.9,87.8,28211,Other,8.38,Tier 2 - Mid Colleges,Thapar University,ECE,1,0,3,1,1,4,4,2,2,141,4,14,4,4,VLSI Design,No,2412071
77.0,87.3,13124,Male,8.7,Tier 2 - Mid Colleges,IIIT Bangalore,CSE,0,0,3,1,0,4,3,1,4,100,6,9,3,0,Cyber Security,No,2143916
84.0,78.9,12006,Female,7.51,Tier 2 - Mid Colleges,NSUT Delhi,ME,2,0,3,1,0,3,2,2,0,191,6,16,1,2,Robotics,No,1669467
78.9,77.2,10623,Female,8.31,Tier 2 - Mid Colleges,Thapar University,CSE,1,1,4,1,2,3,3,3,0,139,8,9,0,4,Data Science,No,2441109
79.3,91.0,3594,Male,8.54,Tier 1 - Other IIT/Top NIT,NIT Warangal,CSE,1,2,5,3,0,4,3,3,1,145,7,4,3,3,Machine Learning,No,4225843
89.3,80.4,40143,Female,10.0,Tier 3 - Private/State,VIT Vellore,ME,1,1,2,1,1,3,3,5,1,138,4,12,1,2,Thermal Engineering,No,1267020
84.7,95.9,6885,Male,8.08,Tier 1 - Other IIT/Top NIT,NIT Warangal,EE,0,0,4,1,2,3,3,1,1,91,3,7,4,2,Renewable Energy,No,2474666
95.4,76.3,2498,Male,8.01,Tier 1 - Top IIT,IIT Delhi,EE,1,2,5,3,3,2,3,3,1,142,8,16,4,2,Power Systems,No,4363126
83.8,93.8,31898,Other,7.84,Tier 2 - Mid Colleges,DTU Delhi,EE,3,0,5,1,2,4,4,3,0,237,8,15,5,2,Smart Grids,No,1898754
84.1,84.3,104554,Female,8.97,Tier 4 - Other,Local State College,Other,0,0,0,1,1,4,4,3,3,91,8,9,1,2,Management,No,771747
89.5,70.3,32091,Other,9.9,Tier 2 - Mid Colleges,DTU Delhi,Other,0,0,4,1,0,4,2,2,0,94,6,3,3,3,Research,No,1679725
81.7,73.6,14036,Male,9.15,Tier 2 - Mid Colleges,Thapar University,CSE,2,2,3,2,0,4,3,2,1,212,4,14,0,1,Cyber Security,Yes,2743367
82.1,78.2,71577,Other,8.62,Tier 3 - Private/State,Jadavpur University,Other,1,0,6,1,2,4,3,2,0,161,7,13,1,3,Core Engineering,No,1207936
85.2,74.7,14405,Male,8.98,Tier 2 - Mid Colleges,Thapar University,CSE,2,0,7,1,3,3,3,3,1,189,1,12,3,1,Data Science,No,2648711
85.0,72.1,21016,Male,8.0,Tier 2 - Mid Colleges,Thapar University,ME,3,3,6,4,2,3,3,2,3,228,6,10,3,3,Automotive,Yes,2266054
84.9,90.2,16683,Female,9.37,Tier 2 - Mid Colleges,DTU Delhi,CSE,2,0,3,1,2,2,4,2,3,197,7,9,2,1,Cyber Security,No,2230607
89.0,85.7,2773,Female,8.36,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,EE,2,4,6,5,0,3,2,2,1,183,4,13,1,3,Power Systems,No,2925935
85.2,77.6,18081,Female,8.11,Tier 2 - Mid Colleges,DTU Delhi,CSE,3,2,6,3,3,3,3,3,5,258,5,18,2,4,Data Science,No,2772027
78.4,90.2,56408,Other,9.6,Tier 3 - Private/State,Jadavpur University,ECE,2,2,7,3,0,4,2,2,2,195,4,13,2,2,VLSI Design,No,1624393
84.6,82.3,3807,Other,9.57,Tier 1 - Other IIT/Top NIT,IIT Roorkee,Other,2,2,3,2,2,4,3,4,3,207,4,9,5,0,Research,No,2940071
77.1,71.6,70342,Female,8.56,Tier 3 - Private/State,Manipal Institute,Other,1,2,2,2,0,4,4,1,1,156,6,9,2,3,Research,No,1153876
91.2,93.2,76278,Female,8.56,Tier 3 - Private/State,VIT Vellore,ECE,1,0,2,1,1,4,3,2,2,163,14,14,1,2,VLSI Design,No,1586821
88.1,85.2,4578,Other,8.36,Tier 1 - Other IIT/Top NIT,IIT Guwahati,ME,4,8,6,5,3,3,3,4,3,307,5,16,3,3,Automotive,No,3224723
86.1,95.0,51806,Female,7.86,Tier 3 - Private/State,KIIT Bhubaneswar,EE,2,1,5,2,2,3,2,3,0,193,4,14,5,2,Renewable Energy,No,1205375
92.7,80.0,79556,Male,7.87,Tier 3 - Private/State,PES University,ME,0,0,4,1,0,4,2,1,3,121,3,9,0,2,Robotics,Yes,1167285
81.7,70.7,23301,Male,9.86,Tier 2 - Mid Colleges,NSUT Delhi,ME,3,0,5,1,1,3,3,3,4,242,5,20,1,3,Robotics,No,1887592
93.6,72.6,4901,Male,9.2,Tier 1 - Other IIT/Top NIT,IIIT Hyderabad,CSE,1,1,4,1,1,4,4,1,2,135,7,17,0,3,Cyber Security,No,3478986
80.8,74.9,47270,Male,8.11,Tier 3 - Private/State,Jadavpur University,ECE,1,2,3,2,0,3,2,3,1,159,2,11,4,2,IoT Development,No,1427982
93.9,80.4,29379,Male,9.51,Tier 2 - Mid Colleges,Thapar University,ECE,1,0,2,1,3,2,3,2,1,153,6,8,3,2,Embedded Systems,No,2176520
80.9,71.2,47485,Other,7.35,Tier 3 - Private/State,Manipal Institute,ECE,2,0,11,2,1,3,3,2,2,208,6,8,5,0,Embedded Systems,No,1466217
79.7,83.9,29259,Other,7.25,Tier 2 - Mid Colleges,BIT Mesra,CSE,0,0,1,1,2,2,4,4,1,87,3,10,1,4,Cyber Security,Yes,2702410
81.5,91.2,32658,Female,7.14,Tier 2 - Mid Colleges,IIIT Bangalore,ME,0,0,2,1,2,3,4,2,2,103,2,12,0,0,Robotics,No,1645249
89.8,76.3,24638,Male,8.17,Tier 2 - Mid Colleges,NSUT Delhi,ME,0,0,5,1,0,3,3,3,1,104,2,14,1,2,Robotics,No,1670280
88.3,80.3,5531,Other,6.87,Tier 1 - Other IIT/Top NIT,IIT Hyderabad,CSE,3,2,10,4,3,4,3,3,3,246,8,17,1,2,Full Stack,No,3712064
83.7,72.8,5216,Male,7.21,Tier 1 - Other IIT/Top NIT,NIT Trichy,CSE,2,0,3,1,2,4,2,2,1,192,5,15,4,3,Data Science,No,3574278
80.7,73.5,18567,Female,8.71,Tier 2 - Mid Colleges,BIT Mesra,ECE,2,0,7,1,2,3,4,1,2,213,4,13,2,2,VLSI Design,No,2306298
74.1,80.7,4719,Male,9.18,Tier 1 - Other IIT/Top NIT,IIT Roorkee,ECE,2,2,6,3,3,3,3,5,1,201,5,11,0,2,IoT Development,No,3626397
85.8,76.5,25492,Male,8.16,Tier 2 - Mid Colleges,NIT Calicut,ECE,3,3,3,3,3,3,3,2,1,239,6,9,5,3,Embedded Systems,No,2335465
90.6,87.1,81323,Other,9.36,Tier 3 - Private/State,SRM Chennai,ME,2,3,5,4,2,2,2,3,1,200,5,14,5,2,Robotics,No,1345312
82.4,71.4,21967,Other,8.55,Tier 2 - Mid Colleges,BIT Mesra,CSE,5,4,5,5,2,3,3,2,1,340,3,21,5,1,Machine Learning,No,3031953
80.6,73.2,67785,Male,8.64,Tier 3 - Private/State,Manipal Institute,ECE,1,1,2,1,1,3,2,2,1,144,3,7,1,3,IoT Development,No,1350161
90.7,79.8,13137,Other,7.57,Tier 2 - Mid Colleges,NSUT Delhi,CSE,0,0,3,1,1,4,1,1,0,96,8,11,4,2,Cyber Security,Yes,2369431
92.2,76.5,97218,Male,8.33,Tier 3 - Private/State,Manipal Institute,Other,2,1,4,1,0,3,3,3,1,209,7,10,2,1,Core Engineering,No,1142562
91.3,76.0,40980,Female,8.01,Tier 3 - Private/State,VIT Vellore,CSE,1,1,3,1,2,2,3,1,1,139,8,15,3,2,Cyber Security,No,1499947
87.5,74.1,40482,Male,8.19,Tier 3 - Private/State,Jadavpur University,ECE,2,0,5,1,5,4,4,3,2,194,5,10,4,4,VLSI Design,No,1664114
82.8,83.1,87556,Other,8.6,Tier 3 - Private/State,SRM Chennai,CSE,1,0,2,1,1,2,3,1,2,177,6,13,4,1,Data Science,No,1575854
82.2,84.7,1439,Male,7.81,Tier 1 - Top IIT,IIT Bombay,ME,0,0,7,1,2,3,3,3,1,94,5,8,0,1,Automotive,No,4224033
